dataset,split,image_path,species,health_labels,health_class,bbox
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_177_jpg.rf.fab588726551e933cc61c4d510089190.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.4162468513853904, 0.701058201058201, 0.8324937027707808, 0.5978835978835979), ('Spider-Plant-Chloropythum-Comosum-', 0.5560453400503779, 0.23885109599395313, 0.8879093198992444, 0.47770219198790626)]"
HousePlant,train,datasets/HousePlants/train/images/431815551_1851034848706944_3117096800320567244_n_jpg.rf.0a2900de38947d6406fc00a4c18170da.jpg,Rubber-Fig-Ficus-Elastica-,,healthy,"[('Rubber-Fig-Ficus-Elastica-', 0.7544934640522876, 0.17892156862745098, 0.4910130718954248, 0.35661764705882354), ('Rubber-Fig-Ficus-Elastica-', 0.46568627450980393, 0.5934436274509803, 0.9313725490196079, 0.7849264705882353)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_173_jpg.rf.45a2c51731d5a1a982404cb08782a057.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5, 0.5, 1.0, 1.0)]"
HousePlant,train,datasets/HousePlants/train/images/Sansevieria_jpg.rf.d6c96c39f645e486725b19339a655c35.jpg,Snake-Plant-Dracaena-trifasciata-,,healthy,"[('Snake-Plant-Dracaena-trifasciata-', 0.5432082551594746, 0.32450563204005, 0.739718574108818, 0.6142428035043804)]"
HousePlant,train,datasets/HousePlants/train/images/2194_jpg.rf.60128c69b9e824ccbf4097bf8e31f0aa.jpg,Aloe-Vera-Aloe-barbadensis-,,healthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.4922222222222222, 0.341, 0.17666666666666667, 0.682), ('Aloe-Vera-Aloe-barbadensis-', 0.6672222222222223, 0.507, 0.4161111111111111, 0.773), ('Aloe-Vera-Aloe-barbadensis-', 0.2586111111111111, 0.5305, 0.44277777777777777, 0.607), ('Aloe-Vera-Aloe-barbadensis-', 0.26055555555555554, 0.4285, 0.31222222222222223, 0.511), ('Aloe-Vera-Aloe-barbadensis-', 0.21555555555555556, 0.708, 0.405, 0.406), ('Aloe-Vera-Aloe-barbadensis-', 0.48194444444444445, 0.8845, 0.24166666666666667, 0.231), ('Aloe-Vera-Aloe-barbadensis-', 0.6163888888888889, 0.922, 0.4083333333333333, 0.156), ('Aloe-Vera-Aloe-barbadensis-', 0.6116666666666667, 0.963, 0.4022222222222222, 0.074), ('Aloe-Vera-Aloe-barbadensis-', 0.6133333333333333, 0.4075, 0.35, 0.746), ('Aloe-Vera-Aloe-barbadensis-', 0.38722222222222225, 0.3345, 0.18444444444444444, 0.669), ('Aloe-Vera-Aloe-barbadensis-', 0.5908333333333333, 0.3715, 0.2311111111111111, 0.677), ('Aloe-Vera-Aloe-barbadensis-', 0.94, 0.805, 0.10777777777777778, 0.39), ('Aloe-Vera-Aloe-barbadensis-', 0.8747222222222222, 0.7965, 0.14277777777777778, 0.407)]"
HousePlant,train,datasets/HousePlants/train/images/10001_jpeg.rf.bd1a4a39b7ea2c32753126c81acc1481.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.568359375, 0.393310546875, 0.14697265625, 0.1533203125), ('Pothos-Epipremnum-aureum-', 0.4453125, 0.3857421875, 0.109375, 0.076171875), ('Pothos-Epipremnum-aureum-', 0.495361328125, 0.2626953125, 0.107421875, 0.109375), ('Pothos-Epipremnum-aureum-', 0.348876953125, 0.172119140625, 0.150390625, 0.08642578125), ('Pothos-Epipremnum-aureum-', 0.38671875, 0.2734375, 0.05908203125, 0.0576171875), ('Pothos-Epipremnum-aureum-', 0.450439453125, 0.53759765625, 0.09619140625, 0.083984375), ('Pothos-Epipremnum-aureum-', 0.553466796875, 0.54150390625, 0.0810546875, 0.0625), ('Pothos-Epipremnum-aureum-', 0.420654296875, 0.6494140625, 0.11376953125, 0.08642578125), ('Pothos-Epipremnum-aureum-', 0.5, 0.5830078125, 0.0732421875, 0.056640625), ('Pothos-Epipremnum-aureum-', 0.586181640625, 0.59521484375, 0.0703125, 0.0478515625), ('Pothos-Epipremnum-aureum-', 0.46435546875, 0.469970703125, 0.0517578125, 0.064453125), ('Pothos-Epipremnum-aureum-', 0.576416015625, 0.099853515625, 0.166015625, 0.091796875)]"
HousePlant,train,datasets/HousePlants/train/images/5_jpg.rf.7653272c6e9fe21f9351295aca63992c.jpg,Spider-Plant-Chloropythum-Comosum-,dehydration,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.703971119133574, 0.5118483412322274, 0.592057761732852, 0.5104942450914015), ('Spider-Plant-Chloropythum-Comosum-', 0.5094765342960289, 0.2874069058903182, 0.5541516245487365, 0.43398781313473256), ('Spider-Plant-Chloropythum-Comosum-', 0.22788808664259927, 0.5981719702098849, 0.45577617328519854, 0.40555179417738657), ('Unhealthy-Dehydration', 0.14530685920577618, 0.34326337169939064, 0.1407942238267148, 0.0981719702098849)]"
HousePlant,train,datasets/HousePlants/train/images/20241002_132812_jpg.rf.edae6157d6f63f7d4c5d029eff80ada4.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.59765625, 0.7311197916666666, 0.189453125, 0.2955729166666667), ('Pothos-Epipremnum-aureum-', 0.184814453125, 0.5358072916666666, 0.173828125, 0.255859375), ('Pothos-Epipremnum-aureum-', 0.226318359375, 0.7819010416666666, 0.1279296875, 0.197265625), ('Pothos-Epipremnum-aureum-', 0.393798828125, 0.8268229166666666, 0.25634765625, 0.3463541666666667), ('Pothos-Epipremnum-aureum-', 0.51611328125, 0.4951171875, 0.19970703125, 0.2994791666666667)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_126_jpg.rf.3f84ffb2fa3b55568859206a90406622.jpg,Spider-Plant-Chloropythum-Comosum-,"overwatering, leaf curl, dehydration",unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5045833333333334, 0.5, 0.9908333333333333, 1.0), ('Unhealthy-Leaf-Curl', 0.7708333333333334, 0.5266666666666666, 0.45666666666666667, 0.7611111111111111), ('Unhealthy-Leaf-Curl', 0.27166666666666667, 0.4111111111111111, 0.4683333333333333, 0.8222222222222222), ('Unhealthy-Dehydration', 0.74875, 0.42444444444444446, 0.1075, 0.15), ('Unhealthy-Overwatering', 0.76875, 0.19444444444444445, 0.07166666666666667, 0.07777777777777778)]"
HousePlant,train,datasets/HousePlants/train/images/late-blight-780x520_jpg.rf.cd3575c5b7efdc1868c32d58e0cb90fc.jpg,,late blight,unhealthy,[]
HousePlant,train,datasets/HousePlants/train/images/3_jpg.rf.aac132a18929b31834470c9930f3e23a.jpg,Rubber-Fig-Ficus-Elastica-,,healthy,"[('Rubber-Fig-Ficus-Elastica-', 0.2727333333333333, 0.5, 0.5454444444444444, 1.0), ('Rubber-Fig-Ficus-Elastica-', 0.7535333333333333, 0.4894, 0.4929333333333334, 0.9787833333333333)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_142_jpg.rf.0fca4ce1b793495cdc354256c2d6c345.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5146484375, 0.5, 0.9375, 1.0)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_190_jpg.rf.f78c7da7728441e46ec846d0d5d788c2.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5, 0.5, 1.0, 1.0), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.52783203125, 0.4772893772893773, 0.5625, 0.8754578754578755), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.741455078125, 0.20695970695970695, 0.44873046875, 0.4139194139194139)]"
HousePlant,train,datasets/HousePlants/train/images/2675_jpg.rf.b87e26da5515811d6b786d0015f9c354.jpg,Aloe-Vera-Aloe-barbadensis-,,healthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.4845833333333333, 0.6131934032983508, 0.25083333333333335, 0.1889055472263868), ('Aloe-Vera-Aloe-barbadensis-', 0.5775, 0.7781109445277361, 0.1, 0.272863568215892), ('Aloe-Vera-Aloe-barbadensis-', 0.7641666666666667, 0.42149925037481256, 0.23833333333333334, 0.4077961019490255), ('Aloe-Vera-Aloe-barbadensis-', 0.7666666666666667, 0.7691154422788605, 0.2733333333333333, 0.272863568215892), ('Aloe-Vera-Aloe-barbadensis-', 0.4594666666666667, 0.8605697151424287, 0.1525, 0.2698650674662669), ('Aloe-Vera-Aloe-barbadensis-', 0.33125, 0.36431784107946025, 0.25583333333333336, 0.22488755622188905), ('Aloe-Vera-Aloe-barbadensis-', 0.2920833333333333, 0.6371814092953523, 0.18583333333333332, 0.1409295352323838), ('Aloe-Vera-Aloe-barbadensis-', 0.48541666666666666, 0.27211394302848574, 0.06583333333333333, 0.4302848575712144)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2203_jpeg.rf.23b57578ed32d3d71afd6ddab3540fb2.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.3798828125, 0.6373697916666666, 0.5869140625, 0.7252604166666666)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_57_jpg.rf.ec3f73bbce31a7854ebfe625a43ce8b3.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5, 0.5028518518518519, 1.0, 0.9942962962962962)]"
HousePlant,train,datasets/HousePlants/train/images/cropped-powdery-mildew-on-leaves-green_jpg.rf.9f885d3884c356f81eb13d9360bb0f14.jpg,,powdery mildew,unhealthy,"[('Unhealthy-Powdery-Mildew', 0.5, 0.5867526377491208, 1.0, 0.7608440797186401)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_224_jpg.rf.1f9aff5ffdd4dd0f708abc7d87c976d8.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5, 0.5299479166666666, 1.0, 0.5286458333333334), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.47983333333333333, 0.5173541666666667, 0.8670370370370372, 0.44512500000000005), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.4779814814814815, 0.50640625, 0.7596666666666667, 0.35031249999999997)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_123_jpg.rf.f2e6c964867f13bf1c25da620210d9df.jpg,Spider-Plant-Chloropythum-Comosum-,leaf curl,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.523390625, 0.5, 0.947578125, 1.0), ('Unhealthy-Leaf-Curl', 0.52975, 0.6541458333333333, 0.44948437499999994, 0.6824374999999999), ('Unhealthy-Leaf-Curl', 0.7558125, 0.4643333333333333, 0.45476562499999995, 0.8486666666666667), ('Unhealthy-Leaf-Curl', 0.29898437499999997, 0.53725, 0.49109375, 0.7861666666666667)]"
HousePlant,train,datasets/HousePlants/train/images/1_9ac4d6f3-505f-4a93-9e82-e9dd9a6f2c98_png.rf.2ba5f064d5b2d796fc98011d88745918.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.7407407407407407, 0.4041666666666667, 0.09722222222222222, 0.1175925925925926), ('Pothos-Epipremnum-aureum-', 0.6282407407407408, 0.4388888888888889, 0.1287037037037037, 0.14814814814814814), ('Pothos-Epipremnum-aureum-', 0.7560185185185185, 0.6208333333333333, 0.16111111111111112, 0.11388888888888889), ('Pothos-Epipremnum-aureum-', 0.6398148148148148, 0.6689814814814815, 0.19444444444444445, 0.13518518518518519), ('Pothos-Epipremnum-aureum-', 0.399537037037037, 0.6888888888888889, 0.10925925925925926, 0.15185185185185185), ('Pothos-Epipremnum-aureum-', 0.5189814814814815, 0.774537037037037, 0.14444444444444443, 0.10092592592592593), ('Pothos-Epipremnum-aureum-', 0.6722222222222223, 0.8055555555555556, 0.10925925925925926, 0.10833333333333334), ('Pothos-Epipremnum-aureum-', 0.6125, 0.8782407407407408, 0.11666666666666667, 0.09074074074074075), ('Pothos-Epipremnum-aureum-', 0.2513888888888889, 0.7787037037037037, 0.09722222222222222, 0.1259259259259259), ('Pothos-Epipremnum-aureum-', 0.42685185185185187, 0.575462962962963, 0.1648148148148148, 0.10555555555555556), ('Pothos-Epipremnum-aureum-', 0.387037037037037, 0.4439814814814815, 0.17685185185185184, 0.13148148148148148), ('Pothos-Epipremnum-aureum-', 0.2763888888888889, 0.36712962962962964, 0.17407407407407408, 0.11296296296296296), ('Pothos-Epipremnum-aureum-', 0.48518518518518516, 0.33287037037037037, 0.12962962962962962, 0.11574074074074074), ('Pothos-Epipremnum-aureum-', 0.5638888888888889, 0.5342592592592592, 0.13425925925925927, 0.10925925925925926), ('Pothos-Epipremnum-aureum-', 0.3106481481481482, 0.5425925925925926, 0.10925925925925926, 0.11574074074074074), ('Pothos-Epipremnum-aureum-', 0.26481481481481484, 0.6129629629629629, 0.09259259259259259, 0.1398148148148148)]"
HousePlant,train,datasets/HousePlants/train/images/Dehydration_SnakePlant-14-_jpeg.rf.c367c4753d57a67caac6e90d92045094.jpg,Spider-Plant-Chloropythum-Comosum-,dehydration,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.3717447916666667, 0.501708984375, 0.2526041666666667, 0.1826171875), ('Unhealthy-Dehydration', 0.3610026041666667, 0.545654296875, 0.19205729166666666, 0.21044921875), ('Unhealthy-Dehydration', 0.11393229166666667, 0.47509765625, 0.22786458333333334, 0.1103515625), ('Unhealthy-Dehydration', 0.6451822916666666, 0.503173828125, 0.166015625, 0.19091796875)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_191_jpg.rf.bc1db6bb219da11f835d70bb29cdaa58.jpg,Spider-Plant-Chloropythum-Comosum-,leaf curl,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.7795833333333333, 0.4483333333333333, 0.44083333333333335, 0.6944444444444444), ('Unhealthy-Leaf-Curl', 0.3425, 0.4588888888888889, 0.685, 0.9177777777777778), ('Spider-Plant-Chloropythum-Comosum-', 0.44666666666666666, 0.39055555555555554, 0.505, 0.7811111111111111), ('Spider-Plant-Chloropythum-Comosum-', 0.25875, 0.5772222222222222, 0.5175, 0.7477777777777778), ('Unhealthy-Leaf-Curl', 0.7833333333333333, 0.46166666666666667, 0.43333333333333335, 0.5744444444444444), ('Unhealthy-Leaf-Curl', 0.495, 0.4777777777777778, 0.485, 0.5666666666666667), ('Unhealthy-Leaf-Curl', 0.25083333333333335, 0.6088888888888889, 0.5016666666666667, 0.6444444444444445)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_20240930_151549-1-_jpg.rf.7081eee5afcd1f6f5e18ea15caa7a898.jpg,,sunburn,unhealthy,"[('Unhealthy-Sunburn', 0.68310546875, 0.46108949416342415, 0.34130859375, 0.3223086900129702)]"
HousePlant,train,datasets/HousePlants/train/images/20240925_135212_jpg.rf.f76f9aa12ce0fe93dc9def93be3928dd.jpg,Inch-Plant-Tradescantia-zebrina-,,healthy,"[('Inch-Plant-Tradescantia-zebrina-', 0.939453125, 0.7141927083333334, 0.07080078125, 0.11393229166666667), ('Inch-Plant-Tradescantia-zebrina-', 0.558837890625, 0.8372395833333334, 0.06298828125, 0.10611979166666667), ('Inch-Plant-Tradescantia-zebrina-', 0.458740234375, 0.8313802083333334, 0.080078125, 0.13020833333333334), ('Inch-Plant-Tradescantia-zebrina-', 0.406982421875, 0.8479817708333334, 0.078125, 0.10481770833333333), ('Inch-Plant-Tradescantia-zebrina-', 0.833251953125, 0.6705729166666666, 0.0966796875, 0.11783854166666667), ('Inch-Plant-Tradescantia-zebrina-', 0.775146484375, 0.7548828125, 0.10009765625, 0.087890625), ('Inch-Plant-Tradescantia-zebrina-', 0.896240234375, 0.8229166666666666, 0.0791015625, 0.0859375), ('Inch-Plant-Tradescantia-zebrina-', 0.847900390625, 0.8518880208333334, 0.0849609375, 0.12369791666666667)]"
HousePlant,train,datasets/HousePlants/train/images/Alocasia_lowii1_jpg.rf.aa34df9d3c25e5e2421367a944870ecb.jpg,Alocasia-Green-Velvet-Micholitziana-Frydek-,,healthy,"[('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.3297526041666667, 0.623779296875, 0.484375, 0.64111328125), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.7438151041666666, 0.398681640625, 0.443359375, 0.47412109375)]"
HousePlant,train,datasets/HousePlants/train/images/352_jpg.rf.4848ec501531f4bc525e4048b8d3abae.jpg,Aloe-Vera-Aloe-barbadensis-,,healthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.6079166666666667, 0.529375, 0.1825, 0.67875), ('Aloe-Vera-Aloe-barbadensis-', 0.5, 0.455625, 0.3233333333333333, 0.90875), ('Aloe-Vera-Aloe-barbadensis-', 0.7580333333333333, 0.4508875, 0.22470833333333323, 0.901775)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2246_jpeg.rf.08fcd9e7b29dff2c6a5e56f1f60f341f.jpg,Swiss Cheese Plant -Monstera Deliciosa-,"sunburn, dehydration",unhealthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.275390625, 0.6539713541666666, 0.5390625, 0.6920572916666666), ('Unhealthy-Sunburn', 0.264404296875, 0.7532552083333334, 0.52880859375, 0.4934895833333333), ('Unhealthy-Dehydration', 0.01513671875, 0.4205729166666667, 0.01953125, 0.14518229166666666)]"
HousePlant,train,datasets/HousePlants/train/images/8_jpg.rf.d2f5888adfd1987d3d8757b61fa678cb.jpg,Philippine-Evergreen-Aglaonema-Commutatum-,,healthy,"[('Philippine-Evergreen-Aglaonema-Commutatum-', 0.5, 0.5, 1.0, 1.0)]"
HousePlant,train,datasets/HousePlants/train/images/31_05707fcc91bed_jpg.rf.fbf78819e899d9441bfe47a1f375abb9.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.5221354166666666, 0.4125, 0.15677083333333333, 0.23671875)]"
HousePlant,train,datasets/HousePlants/train/images/Unhealthy_Aloe-Vera_png.rf.f02af3d3e4b3988ee59abf2a27e45546.jpg,Aloe-Vera-Aloe-barbadensis-,dehydration,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.3488865323435843, 0.6325520833333333, 0.2608695652173913, 0.15520833333333334), ('Unhealthy-Dehydration', 0.4427359490986214, 0.5510416666666667, 0.2046659597030753, 0.20625)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2317_jpeg.rf.c04e5c4615ff99462b1547cc03c5b709.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.2333984375, 0.5553385416666666, 0.46630859375, 0.3697916666666667), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.6064453125, 0.5924479166666666, 0.28662109375, 0.4778645833333333)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_182_jpg.rf.5ebfef2355a63c627233fee96c3a2a06.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5, 0.421875, 1.0, 0.84375), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.2975260416666667, 0.2900390625, 0.5950520833333334, 0.580078125), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.7122395833333334, 0.2490234375, 0.5755208333333334, 0.498046875), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.6985677083333334, 0.653564453125, 0.556640625, 0.3466796875)]"
HousePlant,train,datasets/HousePlants/train/images/20241002_131916_jpg.rf.e673848eb06d916253b4034752c4c0df.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.640380859375, 0.6263020833333334, 0.63134765625, 0.7473958333333334), ('Pothos-Epipremnum-aureum-', 0.795166015625, 0.5494791666666666, 0.095703125, 0.10872395833333333), ('Pothos-Epipremnum-aureum-', 0.692626953125, 0.53125, 0.0908203125, 0.09505208333333333), ('Pothos-Epipremnum-aureum-', 0.724609375, 0.3902994791666667, 0.08837890625, 0.11393229166666667), ('Pothos-Epipremnum-aureum-', 0.816162109375, 0.6969401041666666, 0.08154296875, 0.10872395833333333), ('Pothos-Epipremnum-aureum-', 0.73193359375, 0.6744791666666666, 0.0947265625, 0.09635416666666667), ('Pothos-Epipremnum-aureum-', 0.901123046875, 0.8440755208333334, 0.083984375, 0.09505208333333333), ('Pothos-Epipremnum-aureum-', 0.712646484375, 0.8486328125, 0.095703125, 0.107421875), ('Pothos-Epipremnum-aureum-', 0.56103515625, 0.8990885416666666, 0.1015625, 0.08072916666666667), ('Pothos-Epipremnum-aureum-', 0.661376953125, 0.9375, 0.0693359375, 0.06575520833333333)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_146_jpg.rf.f0e9b506574bfa3b33aee0da33d81006.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5026041666666666, 0.502685546875, 0.9557291666666666, 0.84375)]"
HousePlant,train,datasets/HousePlants/train/images/10030_jpg.rf.af3de08c9fe962e9462270b1a0f0263c.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.5149532710280373, 0.475, 0.6448598130841121, 0.4275), ('Pothos-Epipremnum-aureum-', 0.20373831775700935, 0.5675, 0.35887850467289717, 0.31125), ('Pothos-Epipremnum-aureum-', 0.7691588785046729, 0.768125, 0.4523364485981308, 0.4225), ('Pothos-Epipremnum-aureum-', 0.6738317757009346, 0.2125, 0.6523364485981309, 0.285)]"
HousePlant,train,datasets/HousePlants/train/images/1668805118_18-pibig-info-p-alokaziya-skalprum-oboi-18_jpg.rf.21803deed0283d55a3bdf143d693b0d0.jpg,Alocasia-Green-Velvet-Micholitziana-Frydek-,,healthy,"[('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.5, 0.5045572916666666, 1.0, 0.990234375), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.521484375, 0.5338541666666666, 0.373046875, 0.8958333333333334), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.232421875, 0.4700520833333333, 0.31591796875, 0.814453125)]"
HousePlant,train,datasets/HousePlants/train/images/Alocasia_lowii1_jpg.rf.d9bf772113c0cb5326c81d970c5684da.jpg,Alocasia-Green-Velvet-Micholitziana-Frydek-,,healthy,"[('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.3268229166666667, 0.62158203125, 0.4986979166666667, 0.64697265625), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.74609375, 0.40185546875, 0.4537760416666667, 0.47998046875)]"
HousePlant,train,datasets/HousePlants/train/images/10050_jpg.rf.0e898a1b5dce10f68fa2c1ac97e6cf71.jpg,Pothos-Epipremnum-aureum-,,healthy,"[('Pothos-Epipremnum-aureum-', 0.25304, 0.4434599999999999, 0.30075999999999997, 0.16075999999999993), ('Pothos-Epipremnum-aureum-', 0.4749, 0.2545, 0.21987999999999994, 0.11939999999999998), ('Pothos-Epipremnum-aureum-', 0.3715, 0.584, 0.19734000000000004, 0.18613999999999992), ('Pothos-Epipremnum-aureum-', 0.52662, 0.5544, 0.16929999999999995, 0.17955999999999994), ('Pothos-Epipremnum-aureum-', 0.64976, 0.545, 0.18248000000000003, 0.16263999999999992), ('Pothos-Epipremnum-aureum-', 0.73764, 0.15624000000000002, 0.32981999999999995, 0.21998)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2319_jpeg.rf.ea1a3a4c7434a3666e4b24e627ccc0a4.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.19873046875, 0.6197916666666666, 0.3974609375, 0.4127604166666667), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.58203125, 0.6927083333333334, 0.33544921875, 0.53515625)]"
HousePlant,train,datasets/HousePlants/train/images/Unhealthy_Aloe-Vera11_png.rf.7f6e5834a33a1b50599495b9ffa5e3c7.jpg,Aloe-Vera-Aloe-barbadensis-,sunburn,unhealthy,"[('Aloe-Vera-Aloe-barbadensis-', 0.5816542948038176, 0.39036458333333335, 0.26935312831389185, 0.4036458333333333), ('Aloe-Vera-Aloe-barbadensis-', 0.6076352067868505, 0.43046875, 0.22905620360551432, 0.334375), ('Unhealthy-Sunburn', 0.6903499469777307, 0.20416666666666666, 0.10180275715800637, 0.03854166666666667)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2191_jpeg.rf.6170ed8db4a881bad501bcc6e97d4d02.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.393798828125, 0.666015625, 0.71142578125, 0.66796875)]"
HousePlant,train,datasets/HousePlants/train/images/Chlorophytumcomosum_216_jpg.rf.ca0f29327b54e530cd7fa2bd6109ace8.jpg,Spider-Plant-Chloropythum-Comosum-,leaf curl,unhealthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.4679375, 0.5006076388888889, 0.6323645833333335, 0.870138888888889), ('Unhealthy-Leaf-Curl', 0.16961458333333332, 0.49192708333333335, 0.33921874999999996, 0.8180381944444446), ('Spider-Plant-Chloropythum-Comosum-', 0.10885416666666667, 0.44937499999999997, 0.21770833333333334, 0.7503124999999999), ('Unhealthy-Leaf-Curl', 0.5336354166666666, 0.5472569444444445, 0.4339374999999999, 0.7421006944444445), ('Unhealthy-Leaf-Curl', 0.35331250000000003, 0.5618055555555556, 0.4092395833333333, 0.7407986111111112)]"
HousePlant,train,datasets/HousePlants/train/images/Monsteradeliciosa_190_jpg.rf.32907f02f413eb51b29978cca8925fa6.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.5, 0.5095238095238095, 1.0, 0.9809523809523809), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.46875, 0.49230769230769234, 0.43408203125, 0.7018315018315018), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.1865234375, 0.2468864468864469, 0.36962890625, 0.45714285714285713)]"
HousePlant,train,datasets/HousePlants/train/images/1668805154_46-pibig-info-p-alokaziya-skalprum-oboi-46_jpg.rf.c6b77139f2db8f43487ed9ff429f936f.jpg,Alocasia-Green-Velvet-Micholitziana-Frydek-,,healthy,"[('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.6044921875, 0.640869140625, 0.6907552083333334, 0.70654296875), ('Alocasia-Green-Velvet-Micholitziana-Frydek-', 0.3134765625, 0.34326171875, 0.5911458333333334, 0.53076171875)]"
HousePlant,train,datasets/HousePlants/train/images/15_jpg.rf.532a49a64c29ded6eeefdd97f2766288.jpg,Spider-Plant-Chloropythum-Comosum-,,healthy,"[('Spider-Plant-Chloropythum-Comosum-', 0.5401624548736462, 0.7606635071090048, 0.6922382671480144, 0.4786729857819905), ('Spider-Plant-Chloropythum-Comosum-', 0.7522563176895307, 0.29011509817197023, 0.4954873646209386, 0.5179417738659445), ('Spider-Plant-Chloropythum-Comosum-', 0.39305054151624547, 0.17840216655382532, 0.657942238267148, 0.35680433310765064)]"
HousePlant,train,datasets/HousePlants/train/images/IMG_2330_jpeg.rf.6291428e97316ddfc3351e48525f2e09.jpg,Swiss Cheese Plant -Monstera Deliciosa-,,healthy,"[('Swiss Cheese Plant -Monstera Deliciosa-', 0.161376953125, 0.6295572916666666, 0.31689453125, 0.17838541666666666), ('Swiss Cheese Plant -Monstera Deliciosa-', 0.500732421875, 0.7578125, 0.35693359375, 0.484375)]"
